PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
txpre,19,5.60 dB (10011),PORT.TXPRECURSOR=10011,,,,,,,,,,
txpre,20,6.02 dB (10100),PORT.TXPRECURSOR=10100,,,,,,,,,,
txpre,21,6.02 dB (10101),PORT.TXPRECURSOR=10101,,,,,,,,,,
txpre,22,6.02 dB (10110),PORT.TXPRECURSOR=10110,,,,,,,,,,
txpre,23,6.02 dB (10111),PORT.TXPRECURSOR=10111,,,,,,,,,,
txpre,24,6.02 dB (11000),PORT.TXPRECURSOR=11000,,,,,,,,,,
txpre,25,6.02 dB (11001),PORT.TXPRECURSOR=11001,,,,,,,,,,
txpre,26,6.02 dB (11010),PORT.TXPRECURSOR=11010,,,,,,,,,,
txpre,27,6.02 dB (11011),PORT.TXPRECURSOR=11011,,,,,,,,,,
txpre,28,6.02 dB (11100),PORT.TXPRECURSOR=11100,,,,,,,,,,
txpre,29,6.02 dB (11101),PORT.TXPRECURSOR=11101,,,,,,,,,,
txpre,30,6.02 dB (11110),PORT.TXPRECURSOR=11110,,,,,,,,,,
txpre,31,6.02 dB (11111),PORT.TXPRECURSOR=11111,,,,,,,,,,
txpost,0,0.00 dB (00000),PORT.TXPOSTCURSOR=00000,,,,,,,,,,
txpost,1,0.22 dB (00001),PORT.TXPOSTCURSOR=00001,,,,,,,,,,
txpost,2,0.45 dB (00010),PORT.TXPOSTCURSOR=00010,,,,,,,,,,
txpost,3,0.68 dB (00011),PORT.TXPOSTCURSOR=00011,,,,,,,,,,
txpost,4,0.92 dB (00100),PORT.TXPOSTCURSOR=00100,,,,,,,,,,
txpost,5,1.16 dB (00101),PORT.TXPOSTCURSOR=00101,,,,,,,,,,
txpost,6,1.41 dB (00110),PORT.TXPOSTCURSOR=00110,,,,,,,,,,
txpost,7,1.67 dB (00111),PORT.TXPOSTCURSOR=00111,,,,,,,,,,
txpost,8,1.94 dB (01000),PORT.TXPOSTCURSOR=01000,,,,,,,,,,
txpost,9,2.21 dB (01001),PORT.TXPOSTCURSOR=01001,,,,,,,,,,
txpost,10,2.50 dB (01010),PORT.TXPOSTCURSOR=01010,,,,,,,,,,
txpost,11,2.79 dB (01011),PORT.TXPOSTCURSOR=01011,,,,,,,,,,
txpost,12,3.10 dB (01100),PORT.TXPOSTCURSOR=01100,,,,,,,,,,
txpost,13,3.41 dB (01101),PORT.TXPOSTCURSOR=01101,,,,,,,,,,
txpost,14,3.74 dB (01110),PORT.TXPOSTCURSOR=01110,,,,,,,,,,
txpost,15,4.08 dB (01111),PORT.TXPOSTCURSOR=01111,,,,,,,,,,
txpost,16,4.44 dB (10000),PORT.TXPOSTCURSOR=10000,,,,,,,,,,
txpost,17,4.81 dB (10001),PORT.TXPOSTCURSOR=10001,,,,,,,,,,
txpost,18,5.19 dB (10010),PORT.TXPOSTCURSOR=10010,,,,,,,,,,
txpost,19,5.60 dB (10011),PORT.TXPOSTCURSOR=10011,,,,,,,,,,
txpost,20,6.02 dB (10100),PORT.TXPOSTCURSOR=10100,,,,,,,,,,
txpost,21,6.47 dB (10101),PORT.TXPOSTCURSOR=10101,,,,,,,,,,
txpost,22,6.94 dB (10110),PORT.TXPOSTCURSOR=10110,,,,,,,,,,
txpost,23,7.43 dB (10111),PORT.TXPOSTCURSOR=10111,,,,,,,,,,
txpost,24,7.96 dB (11000),PORT.TXPOSTCURSOR=11000,,,,,,,,,,
txpost,25,8.52 dB (11001),PORT.TXPOSTCURSOR=11001,,,,,,,,,,
txpost,26,9.12 dB (11010),PORT.TXPOSTCURSOR=11010,,,,,,,,,,
txpost,27,9.76 dB (11011),PORT.TXPOSTCURSOR=11011,,,,,,,,,,
txpost,28,10.46 dB (11100),PORT.TXPOSTCURSOR=11100,,,,,,,,,,
txpost,29,11.21 dB (11101),PORT.TXPOSTCURSOR=11101,,,,,,,,,,
txpost,30,12.04 dB (11110),PORT.TXPOSTCURSOR=11110,,,,,,,,,,
txpost,31,12.96 dB (11111),PORT.TXPOSTCURSOR=11111,,,,,,,,,,
rxtermmode,0,AVTT,DRP.RX_CM_SEL=00,,,,,,,,,,
rxtermmode,1,GND,DRP.RX_CM_SEL=01,,,,,,,,,,
rxtermmode,2,Floating,DRP.RX_CM_SEL=10,,,,,,,,,,
rxtermmode,3,Programmable,DRP.RX_CM_SEL=11,,,,,,,,,,
rxterm,0,100 mV,DRP.RX_CM_TRIM=0000,,,,,,,,,,
rxterm,1,200 mV,DRP.RX_CM_TRIM=0001,,,,,,,,,,
rxterm,2,250 mV,DRP.RX_CM_TRIM=0010,,,,,,,,,,
rxterm,3,300 mV,DRP.RX_CM_TRIM=0011,,,,,,,,,,
rxterm,4,350 mV,DRP.RX_CM_TRIM=0100,,,,,,,,,,
rxterm,5,400 mV,DRP.RX_CM_TRIM=0101,,,,,,,,,,
rxterm,6,500 mV,DRP.RX_CM_TRIM=0110,,,,,,,,,,
rxterm,7,550 mV,DRP.RX_CM_TRIM=0111,,,,,,,,,,
rxterm,8,600 mV,DRP.RX_CM_TRIM=1000,,,,,,,,,,
rxterm,9,700 mV,DRP.RX_CM_TRIM=1001,,,,,,,,,,
rxterm,10,800 mV,DRP.RX_CM_TRIM=1010,,,,,,,,,,
rxterm,11,850 mV,DRP.RX_CM_TRIM=1011,,,,,,,,,,
rxterm,12,900 mV,DRP.RX_CM_TRIM=1100,,,,,,,,,,
rxterm,13,950 mV,DRP.RX_CM_TRIM=1101,,,,,,,,,,
rxterm,14,1000 mV,DRP.RX_CM_TRIM=1110,,,,,,,,,,
rxterm,15,1100 mV,DRP.RX_CM_TRIM=1111,,,,,,,,,,
tx_pattern,0,PRBS 7-bit,LOGIC.TXPAT_ID=0001,,,,,,,,,,
tx_pattern,1,PRBS 15-bit,LOGIC.TXPAT_ID=0010,,,,,,,,,,
tx_pattern,2,PRBS 23-bit,LOGIC.TXPAT_ID=0011,,,,,,,,,,
tx_pattern,3,PRBS 31-bit,LOGIC.TXPAT_ID=0100,,,,,,,,,,
tx_pattern,4,Fast Clk,LOGIC.TXPAT_ID=0110,,,,,,,,,,
tx_pattern,5,Slow Clk,LOGIC.TXPAT_ID=0111,,,,,,,,,,
rx_pattern,0,PRBS 7-bit,LOGIC.RXPAT_ID=0001,,,,,,,,,,
rx_pattern,1,PRBS 15-bit,LOGIC.RXPAT_ID=0010,,,,,,,,,,
rx_pattern,2,PRBS 23-bit,LOGIC.RXPAT_ID=0011,,,,,,,,,,
rx_pattern,3,PRBS 31-bit,LOGIC.RXPAT_ID=0100,,,,,,,,,,
rx_pattern,4,Fast Clk,LOGIC.RXPAT_ID=0110,,,,,,,,,,
rx_pattern,5,Slow Clk,LOGIC.RXPAT_ID=0111,,,,,,,,,,
tx_data_width,0,16,DRP.TX_DATA_WIDTH=010,,,,,,,,,,
tx_data_width,1,20,DRP.TX_DATA_WIDTH=011,,,,,,,,,,
tx_data_width,2,32,DRP.TX_DATA_WIDTH=100,,,,,,,,,,
tx_data_width,3,40,DRP.TX_DATA_WIDTH=101,,,,,,,,,,
tx_data_width,4,64,DRP.TX_DATA_WIDTH=110,,,,,,,,,,
tx_data_width,5,80,DRP.TX_DATA_WIDTH=111,,,,,,,,,,
rx_data_width,0,16,DRP.RX_DATA_WIDTH=010,,,,,,,,,,
rx_data_width,1,20,DRP.RX_DATA_WIDTH=011,,,,,,,,,,
rx_data_width,2,32,DRP.RX_DATA_WIDTH=100,,,,,,,,,,
rx_data_width,3,40,DRP.RX_DATA_WIDTH=101,,,,,,,,,,
rx_data_width,4,64,DRP.RX_DATA_WIDTH=110,,,,,,,,,,
rx_data_width,5,80,DRP.RX_DATA_WIDTH=111,,,,,,,,,,
tx_internal_datapath,0,2-byte,DRP.TX_INT_DATAWIDTH=0,,,,,,,,,,
tx_internal_datapath,1,4-byte,DRP.TX_INT_DATAWIDTH=1,,,,,,,,,,
rx_internal_datapath,0,2-byte,DRP.RX_INT_DATAWIDTH=0,,,,,,,,,,
rx_internal_datapath,1,4-byte,DRP.RX_INT_DATAWIDTH=1,,,,,,,,,,
cpll_fbdiv,0,1,DRP.CPLL_FBDIV=0010000,,,,,,,,,,
cpll_fbdiv,1,2,DRP.CPLL_FBDIV=0000000,,,,,,,,,,
cpll_fbdiv,2,3,DRP.CPLL_FBDIV=0000001,,,,,,,,,,
cpll_fbdiv,3,4,DRP.CPLL_FBDIV=0000010,,,,,,,,,,
cpll_fbdiv,4,5,DRP.CPLL_FBDIV=0000011,,,,,,,,,,
cpll_fbdiv,5,6,DRP.CPLL_FBDIV=0000101,,,,,,,,,,
cpll_fbdiv,6,8,DRP.CPLL_FBDIV=0000110,,,,,,,,,,
cpll_fbdiv,7,10,DRP.CPLL_FBDIV=0000111,,,,,,,,,,
cpll_fbdiv,8,12,DRP.CPLL_FBDIV=0001101,,,,,,,,,,
cpll_fbdiv,9,16,DRP.CPLL_FBDIV=0001110,,,,,,,,,,
cpll_fbdiv,10,20,DRP.CPLL_FBDIV=0001111,,,,,,,,,,
cpll_fbdiv_45,0,4,DRP.CPLL_FBDIV_45=0,,,,,,,,,,
cpll_fbdiv_45,1,5,DRP.CPLL_FBDIV_45=1,,,,,,,,,,
cpll_refclk_div,0,1,DRP.CPLL_REFCLK_DIV=10000,,,,,,,,,,
cpll_refclk_div,1,2,DRP.CPLL_REFCLK_DIV=00000,,,,,,,,,,
cpll_refclk_div,2,3,DRP.CPLL_REFCLK_DIV=00001,,,,,,,,,,
cpll_refclk_div,3,4,DRP.CPLL_REFCLK_DIV=00010,,,,,,,,,,
cpll_refclk_div,4,5,DRP.CPLL_REFCLK_DIV=00011,,,,,,,,,,
cpll_refclk_div,5,6,DRP.CPLL_REFCLK_DIV=00101,,,,,,,,,,
cpll_refclk_div,6,8,DRP.CPLL_REFCLK_DIV=00110,,,,,,,,,,
cpll_refclk_div,7,10,DRP.CPLL_REFCLK_DIV=00111,,,,,,,,,,
cpll_refclk_div,8,12,DRP.CPLL_REFCLK_DIV=01101,,,,,,,,,,
cpll_refclk_div,9,16,DRP.CPLL_REFCLK_DIV=01110,,,,,,,,,,
cpll_refclk_div,10,20,DRP.CPLL_REFCLK_DIV=01111,,,,,,,,,,
rxout_div,0,1,DRP.RXOUT_DIV=000,,,,,,,,,,
rxout_div,1,2,DRP.RXOUT_DIV=001,,,,,,,,,,
rxout_div,2,4,DRP.RXOUT_DIV=010,,,,,,,,,,
rxout_div,3,8,DRP.RXOUT_DIV=011,,,,,,,,,,
rxout_div,4,16,DRP.RXOUT_DIV=100,,,,,,,,,,
txout_div,0,1,DRP.TXOUT_DIV=000,,,,,,,,,,
txout_div,1,2,DRP.TXOUT_DIV=001,,,,,,,,,,
txout_div,2,4,DRP.TXOUT_DIV=010,,,,,,,,,,
txout_div,3,8,DRP.TXOUT_DIV=011,,,,,,,,,,
txout_div,4,16,DRP.TXOUT_DIV=100,,,,,,,,,,
rxrate,0,Use DRP.RX_OUT_DIV,PORT.RXRATE=000,,,,,,,,,,
rxrate,1,1,PORT.RXRATE=001,,,,,,,,,,
rxrate,2,2,PORT.RXRATE=010,,,,,,,,,,
rxrate,3,4,PORT.RXRATE=011,,,,,,,,,,
rxrate,4,8,PORT.RXRATE=100,,,,,,,,,,
rxrate,5,16,PORT.RXRATE=101,,,,,,,,,,
txrate,0,Use TXOUT_DIV,PORT.TXRATE=000,,,,,,,,,,
txrate,1,1,PORT.TXRATE=001,,,,,,,,,,
txrate,2,2,PORT.TXRATE=010,,,,,,,,,,
txrate,3,4,PORT.TXRATE=011,,,,,,,,,,
txrate,4,8,PORT.TXRATE=100,,,,,,,,,,
txrate,5,16,PORT.TXRATE=101,,,,,,,,,,
txpll,0,CPLL,PORT.TXSYSCLKSEL=00,,
txpll,1,QPLL,PORT.TXSYSCLKSEL=11,,
rxpll,0,CPLL,PORT.RXSYSCLKSEL=00,,
rxpll,1,QPLL,PORT.RXSYSCLKSEL=11,,
cpllrefclksel,0,Reserved,PORT.CPLLREFCLKSEL=000,,,,,
cpllrefclksel,1,GTREFCLK0,PORT.CPLLREFCLKSEL=001,,,,,
cpllrefclksel,2,GTREFCLK1,PORT.CPLLREFCLKSEL=010,,,,,
cpllrefclksel,3,GTNORTHREFCLK0,PORT.CPLLREFCLKSEL=011,,,,,
cpllrefclksel,4,GTNORTHREFCLK1,PORT.CPLLREFCLKSEL=100,,,,,
cpllrefclksel,5,GTSOUTHREFCLK0,PORT.CPLLREFCLKSEL=101,,,,,
cpllrefclksel,6,GTSOUTHREFCLK1,PORT.CPLLREFCLKSEL=110,,,,,
cpllrefclksel,7,GTGREFCLK,PORT.CPLLREFCLKSEL=111,,,,,  
txoutclksel,0,Static 1,PORT.TXOUTCLKSEL=000,,,,,
txoutclksel,1,TXOUTCLKPCS,PORT.TXOUTCLKSEL=001,,,,,
txoutclksel,2,TXOUTCLKPMA,PORT.TXOUTCLKSEL=010,,,,,
txoutclksel,3,TXPLLREFCLK_DIV1,PORT.TXOUTCLKSEL=011,,,,,
txoutclksel,4,TXPLLREFCLK_DIV2,PORT.TXOUTCLKSEL=100,,,,,
rxoutclksel,0,Static 1,PORT.RXOUTCLKSEL=000,,,,,
rxoutclksel,1,RXOUTCLKPCS,PORT.RXOUTCLKSEL=001,,,,,
rxoutclksel,2,RXOUTCLKPMA,PORT.RXOUTCLKSEL=010,,,,,
rxoutclksel,3,RXPLLREFCLK_DIV1,PORT.RXOUTCLKSEL=011,,,,,
rxoutclksel,4,RXPLLREFCLK_DIV2,PORT.RXOUTCLKSEL=100,,,,,
rxdfeenabled,0,0,PORT.RXLPMEN=1,,,
rxdfeenabled,1,1,PORT.RXLPMEN=0,,,
