NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,GROUP
PORT.PMARSVD1,413,0,8,15,port,rw,0,y,GTHE4_COMMON
PORT.PMASCANCLK,414,0,0,7,port,rw,0,y,GTHE4_COMMON
PORT.PMASCANIN,414,0,8,15,port,rw,0,y,GTHE4_COMMON
PORT.QPLL0CLKRSVD0,415,0,0,0,port,rw,0,y,GTHE4_COMMON
PORT.QPLL0CLKRSVD1,415,0,1,1,port,rw,0,y,GTHE4_COMMON
PORT.QPLL1CLKRSVD0,415,0,2,2,port,rw,0,y,GTHE4_COMMON
PORT.QPLL1CLKRSVD1,415,0,3,3,port,rw,0,y,GTHE4_COMMON
PORT.QPLLRSVD3,416,0,0,4,port,rw,0,y,GTHE4_COMMON
PORT.QPLLRSVD4,416,0,5,12,port,rw,0,y,GTHE4_COMMON
PORT.TCONGPO,417,0,0,9,port,r,0,y,GTHE4_COMMON
PORT.TCONRSVDOUT0,417,0,10,10,port,r,0,y,GTHE4_COMMON
PORT.PCIERATEQPLL0,418,0,0,2,port,rw,0,y,GTHE4_COMMON
PORT.PCIERATEQPLL1,418,0,3,5,port,rw,0,y,GTHE4_COMMON
PORT.QPLL0FBDIV,418,0,6,13,port,rw,0,y,GTHE4_COMMON
PORT.SDM0RESET,418,0,14,14,port,rw,0,y,GTHE4_COMMON
PORT.SDM0TOGGLE,418,0,15,15,port,rw,0,y,GTHE4_COMMON
PORT.QPLL1FBDIV,419,0,0,7,port,rw,0,y,GTHE4_COMMON
PORT.SDM0WIDTH,419,0,8,9,port,rw,0,y,GTHE4_COMMON
PORT.SDM1RESET,419,0,10,10,port,rw,0,y,GTHE4_COMMON
PORT.SDM1TOGGLE,419,0,11,11,port,rw,0,y,GTHE4_COMMON
PORT.SDM1WIDTH,419,0,12,13,port,rw,0,y,GTHE4_COMMON
PORT.TCONPOWERUP,419,0,14,14,port,rw,0,y,GTHE4_COMMON
PORT.SDM0DATA,420,0,0,15,port,rw,0,y,GTHE4_COMMON
PORT.SDM0DATA,421,1,0,8,port,rw,0,y,GTHE4_COMMON
PORT.SDM1DATA,422,0,0,15,port,rw,0,y,GTHE4_COMMON
PORT.SDM1DATA,423,1,0,8,port,rw,0,y,GTHE4_COMMON
PORT.TCONGPI,424,0,0,9,port,rw,0,y,GTHE4_COMMON
PORT.TCONRESET,424,0,10,11,port,rw,0,y,GTHE4_COMMON
PORT.TCONRSVDIN1,424,0,12,13,port,rw,0,y,GTHE4_COMMON
LOGIC.TX_BUFGGT_CLR_0,428,0,0,0,logic,rw,0,y,
LOGIC.TX_BUFGGT_CLR_1,428,0,1,1,logic,rw,0,y,
LOGIC.TX_BUFGGT_CLR_2,428,0,2,2,logic,rw,0,y,
LOGIC.TX_BUFGGT_CLR_3,428,0,3,3,logic,rw,0,y,
LOGIC.RX_BUFGGT_CLR_0,428,0,4,4,logic,rw,0,y,
LOGIC.RX_BUFGGT_CLR_1,428,0,5,5,logic,rw,0,y,
LOGIC.RX_BUFGGT_CLR_2,428,0,6,6,logic,rw,0,y,
LOGIC.RX_BUFGGT_CLR_3,428,0,7,7,logic,rw,0,y,
LOGIC.TX_BUFGGT_CE_0,428,0,8,8,logic,rw,1'b1,y,
LOGIC.TX_BUFGGT_CE_1,428,0,9,9,logic,rw,1'b1,y,
LOGIC.TX_BUFGGT_CE_2,428,0,10,10,logic,rw,1'b1,y,
LOGIC.TX_BUFGGT_CE_3,428,0,11,11,logic,rw,1'b1,y,
LOGIC.RX_BUFGGT_CE_0,428,0,12,12,logic,rw,1'b1,y,
LOGIC.RX_BUFGGT_CE_1,428,0,13,13,logic,rw,1'b1,y,
LOGIC.RX_BUFGGT_CE_2,428,0,14,14,logic,rw,1'b1,y,
LOGIC.RX_BUFGGT_CE_3,428,0,15,15,logic,rw,1'b1,y,
LOGIC.TX_BUFGGT0_DIV_0,429,0,0,2,logic,rw,0,y,
LOGIC.TX_BUFGGT1_DIV_0,429,0,3,5,logic,rw,0,y,
LOGIC.TX_BUFGGT0_DIV_1,429,0,6,8,logic,rw,0,y,
LOGIC.TX_BUFGGT1_DIV_1,429,0,9,11,logic,rw,0,y,
LOGIC.TX_BUFGGT0_DIV_2,42A,0,0,2,logic,rw,0,y,
LOGIC.TX_BUFGGT1_DIV_2,42A,0,3,5,logic,rw,0,y,
LOGIC.TX_BUFGGT0_DIV_3,42A,0,6,8,logic,rw,0,y,
LOGIC.TX_BUFGGT1_DIV_3,42A,0,9,11,logic,rw,0,y,
LOGIC.RX_BUFGGT0_DIV_0,42B,0,0,2,logic,rw,0,y,
LOGIC.RX_BUFGGT1_DIV_0,42B,0,3,5,logic,rw,0,y,
LOGIC.RX_BUFGGT0_DIV_1,42B,0,6,8,logic,rw,0,y,
LOGIC.RX_BUFGGT1_DIV_1,42B,0,9,11,logic,rw,0,y,
LOGIC.RX_BUFGGT0_DIV_2,42C,0,0,2,logic,rw,0,y,
LOGIC.RX_BUFGGT1_DIV_2,42C,0,3,5,logic,rw,0,y,
LOGIC.RX_BUFGGT0_DIV_3,42C,0,6,8,logic,rw,0,y,
LOGIC.RX_BUFGGT1_DIV_3,42C,0,9,11,logic,rw,0,y,
LOGIC.MB_RESET,42D,0,0,0,logic,rw,0,y,
LOGIC.MB_WAKEUP,42D,0,1,2,logic,rw,0,y,
LOGIC.MB_RSVD,42E,0,0,15,logic,rw,0,y,
LOGIC.MB_RSVD,42F,1,0,15,logic,rw,0,y,
LOGIC.MB_RSVD,430,2,0,15,logic,rw,0,y,
LOGIC.MB_RSVD,431,3,0,15,logic,rw,0,y,
LOGIC.MB_INSTMEM_UPDATE,432,0,0,0,logic,rw,0,y,
LOGIC.MB_INSTMEM_WR_EN,432,0,1,1,logic,rw,0,y,
LOGIC.MB_INSTMEM_ADDR_RST,432,0,2,2,logic,rw,0,y,
LOGIC.MB_INSTMEM_DATA,433,0,0,15,logic,rw,0,y,
LOGIC.MGT_COORDINATE,434,0,0,15,status,r,,y,
LOGIC.MGT_NUMBER,435,0,0,15,status,r,,y,
LOGIC.DEVICE_FAMILY,436,0,0,15,status,r ,,y,
LOGIC.DEVICE_TYPE,437,0,0,15,status,r ,,y,
LOGIC.DEVICE_PACKAGE,438,0,0,15,status,r ,,y,
LOGIC.TEST_PRIM,439,0,0,0,status,r ,,y,
