NAME,Rank,Byte,Nibble,Bit,READWRITE
tg_addr_margin_odelay_right_11,0,0,0,0,R
tg_addr_margin_odelay_right_12,0,0,0,0,R
tg_addr_margin_odelay_right_13,0,0,0,0,R
tg_addr_margin_odelay_right_14,0,0,0,0,R
tg_addr_margin_odelay_right_15,0,0,0,0,R
tg_addr_margin_odelay_right_16,0,0,0,0,R
tg_addr_margin_odelay_right_17,0,0,0,0,R
tg_addr_margin_odelay_right_18,0,0,0,0,R
tg_addr_margin_odelay_right_19,0,0,0,0,R
tg_addr_margin_odelay_right_20,0,0,0,0,R
tg_addr_margin_odelay_right_21,0,0,0,0,R
tg_addr_margin_odelay_right_22,0,0,0,0,R
tg_addr_margin_odelay_right_23,0,0,0,0,R
tg_addr_margin_odelay_right_24,0,0,0,0,R
vt_track_pqtr,0,0,1,0,R
vt_track_nqtr,0,0,1,0,R
vt_track_pqtr_max,0,0,1,0,R
vt_track_nqtr_max,0,0,1,0,R
vt_track_pqtr_min,0,0,1,0,R
vt_track_nqtr_min,0,0,1,0,R
2d_eye_scan_start,0,0,0,0,R
2d_eye_scan_end,0,0,0,0,R
warning_register_size,0,0,0,0,R
warning_count,0,0,0,0,R
dbg_end,0,0,0,0,R
