NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,CTL,STAT,CONST,SAMP_EN,RH,CPLX_LOCAL,GROUP
DRP.A_RXPHALIGNEN,4,0,0,0,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPHALIGN,4,0,1,1,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_GTRESETSEL,4,0,2,2,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOOBRESET,4,0,3,3,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOUTCLKSEL,4,0,4,6,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPMARESET,4,0,7,7,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPOLARITY,4,0,8,8,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPRBSSEL,4,0,9,11,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPD,4,0,12,13,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXSYSCLKSEL,4,0,14,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXPCSRESET,5,0,0,0,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDLYOVRDEN,5,0,1,1,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDLYBYPASS,5,0,2,2,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHDLYRESET,5,0,3,3,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHINIT,5,0,4,4,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHOVRDEN,5,0,5,5,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHDLYPD,5,0,6,6,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDLYSRESET,5,0,7,7,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXINHIBIT,5,0,8,8,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXCDROVRDEN,5,0,9,9,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDLYEN,5,0,10,10,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHALIGNEN,5,0,11,11,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDIFFCTRL,5,0,12,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPHALIGN,6,0,0,0,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXDEEMPH,6,0,1,1,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXELECIDLE,6,0,2,2,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPOSTCURSORINV,6,0,3,3,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXMAINCURSOR,6,0,4,10,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPOSTCURSOR,6,0,11,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPRECURSOR,7,0,0,4,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXMARGIN,7,0,5,7,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXOUTCLKSEL,7,0,8,10,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPRBSSEL,7,0,11,13,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPRECURSORINV,7,0,14,14,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPMARESET,7,0,15,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXBUFDIFFCTRL,8,0,0,2,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPD,8,0,3,4,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPCSRESET,8,0,5,5,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXSWING,8,0,6,6,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXSYSCLKSEL,8,0,7,8,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPRBSFORCEERR,8,0,9,9,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_TXPOLARITY,8,0,10,10,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXLPMOSINTNTRLEN,8,0,11,11,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_PMARSVDIN4,8,0,12,12,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_PMARSVDIN3,8,0,13,13,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOSINTNTRLEN,8,0,14,14,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOSINTEN,8,0,15,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOSCALRESET,000A,0,5,5,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.A_RXOSINTCFG,000A,0,12,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXDFE,000B,0,0,0,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXCDR,000B,0,1,1,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_PLL,000B,0,2,2,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_LOOPBACK,000B,0,3,3,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXLPM,000B,0,4,4,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_MASTER,000B,0,5,5,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_PD_AND_EIDLE,000B,0,6,6,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_POLARITY,000B,0,7,7,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_PRBS,000B,0,8,8,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RSV,000B,0,9,9,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXPHDLY,000B,0,10,10,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RESET,000B,0,11,11,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXOUTCLK_SEL,000B,0,12,12,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_RXSYSCLK_SEL,000B,0,13,13,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_TXPHDLY,000B,0,14,14,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_TX_DRIVE_MODE,000B,0,15,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_TXOUTCLK_SEL,000C,0,0,0,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.AEN_TXSYSCLK_SEL,000C,0,1,1,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXBUFRESET_TIME,000C,0,11,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXPMARESET_TIME,000D,0,0,4,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXCDRFREQRESET_TIME,000D,0,5,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXCDRPHRESET_TIME,000D,0,10,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXLPMRESET_TIME,000E,0,0,6,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXPCSRESET_TIME,000E,0,7,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXCDRRESET_TIME,000F,0,0,6,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXISCANRESET_TIME,000F,0,7,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXPMARESET_TIME,10,0,0,4,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXPCSRESET_TIME,10,0,5,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXSYNC_MULTILANE,10,0,10,10,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXSYNC_MULTILANE,10,0,11,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXSYNC_SKIP_DA,10,0,12,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXSYNC_SKIP_DA,10,0,13,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXSYNC_OVRD,10,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXSYNC_OVRD,10,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXPRBS_ERR_LOOPBACK,11,0,0,0,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_CM_SEL,11,0,4,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_CLK25_DIV,11,0,6,10,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_DATA_WIDTH,11,0,11,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_XCLK_SEL,11,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXOOB_CFG,12,0,0,6,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_BURST_VAL,12,0,7,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.OUTREFCLK_SEL_INV,12,0,10,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_BURST_SEQ_LEN,12,0,12,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_EIDLE_VAL,13,0,0,2,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MIN_BURST,13,0,3,8,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SAS_MIN_COM,13,0,9,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MIN_INIT,14,0,0,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MIN_WAKE,14,0,6,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MAX_BURST,15,0,0,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SAS_MAX_COM,15,0,6,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MAX_INIT,16,0,0,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SATA_MAX_WAKE,16,0,6,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXOSCALRESET_TIME,17,0,6,10,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXOSCALRESET_TIMEOUT,17,0,11,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TRANS_TIME_RATE,18,0,0,7,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TX_DRIVE_MODE,19,0,0,4,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TX_LOOPBACK_DRIVE_HIZ,19,0,5,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TX_EIDLE_ASSERT_DELAY,19,0,6,8,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TX_EIDLE_DEASSERT_DELAY,19,0,9,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TX_PREDRIVER_MODE,19,0,12,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.PMA_LOOPBACK_CFG,19,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.PD_TRANS_TIME_NONE_P2,001A,0,0,7,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.PD_TRANS_TIME_TO_P2,001A,0,8,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.PCS_PCIE_EN,001B,0,0,0,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.PD_TRANS_TIME_FROM_P2,001B,0,1,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.GEARBOX_MODE,001C,0,0,2,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXGEARBOX_EN,001C,0,5,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXBUF_EN,001C,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.TXBUF_RESET_ON_RATE_CHANGE,001C,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXLPM_HOLD_DURING_EIDLE,001E,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXPLL_SEL,001E,0,15,15,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_OS_CFG,24,0,0,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXLPM_HF_CFG,002A,0,0,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXLPM_LF_CFG,002A,1,14,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXLPM_LF_CFG,002B,0,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUALIFIER,002C,0,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUALIFIER,002D,1,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUALIFIER,002E,2,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUALIFIER,002F,3,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUALIFIER,30,4,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUAL_MASK,31,0,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUAL_MASK,32,1,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUAL_MASK,33,2,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUAL_MASK,34,3,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_QUAL_MASK,35,4,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_SDATA_MASK,36,0,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_SDATA_MASK,37,1,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_SDATA_MASK,38,2,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_SDATA_MASK,39,3,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_SDATA_MASK,003A,4,0,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_VERT_OFFSET,003B,0,0,8,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_PRESCALE,003B,0,11,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_HORZ_OFFSET,003C,0,0,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_CONTROL,003D,0,0,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_EYE_SCAN_EN,003D,0,8,8,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ES_ERRDET_EN,003D,0,9,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.DEC_VALID_COMMA_ONLY,003D,0,12,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.DEC_MCOMMA_DETECT,003D,0,13,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.DEC_PCOMMA_DETECT,003D,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_DISPERR_SEQ_MATCH,003D,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_COMMA_ENABLE,003E,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_MCOMMA_VALUE,003F,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_PCOMMA_VALUE,40,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXSLIDE_MODE,40,0,14,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXSLIDE_AUTO_WAIT,41,0,0,3,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_COMMA_DOUBLE,41,0,4,4,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.SHOW_REALIGN_COMMA,41,0,5,5,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_MCOMMA_DET,41,0,6,6,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_PCOMMA_DET,41,0,7,7,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RX_SIG_VALID_DLY,41,0,8,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.ALIGN_COMMA_WORD,41,0,13,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_1_1,44,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_1_ENABLE,44,0,10,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_CORRECT_USE,44,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_1_2,45,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_MAX_LAT,45,0,10,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_1_3,46,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_MIN_LAT,46,0,10,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_1_4,47,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_REPEAT_WAIT,47,0,10,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_1,48,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_ENABLE,48,0,10,13,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_USE,48,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_2,49,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_LEN,49,0,10,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_PRECEDENCE,49,0,12,12,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_INSERT_IDLE_FLAG,49,0,13,13,attr_hidden,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_KEEP_IDLE,49,0,14,14,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_3,004A,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CLK_COR_SEQ_2_4,004B,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.RXGEARBOX_EN,004B,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_1_1,004C,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_1_ENABLE,004C,0,12,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_1_2,004D,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_LEN,004D,0,14,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_1_3,004E,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_KEEP_ALIGN,004E,0,15,15,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_1_4,004F,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_2_1,50,0,0,9,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
DRP.CHAN_BOND_SEQ_2_USE,50,0,11,11,attr,rw,,y,0,0,0,0,0,0,GTPE2_CHANNEL
