PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
a_txoutclksel,4,TXPLLREFCLK_DIV2,DRP.A_TXOUTCLKSEL=3'd4,,,
a_txoutclksel,5,TXPROGDIVCLK,DRP.A_TXOUTCLKSEL=3'd5,,,
a_txpd,0,P0,DRP.A_TXPD=2'd0,,,
a_txpd,1,P0S,DRP.A_TXPD=2'd1,,,
a_txpd,2,P1,DRP.A_TXPD=2'd2,,,
a_txpd,3,P2,DRP.A_TXPD=2'd3,,,
a_txpllclksel,0,CPLLCLK,DRP.A_TXPLLCLKSEL=2'd0,,,
a_txpllclksel,1,QPLLCLK1,DRP.A_TXPLLCLKSEL=2'd2,,,
a_txpllclksel,2,QPLLCLK0,DRP.A_TXPLLCLKSEL=2'd3,,,
a_txprbssel,0,PRBS7,DRP.A_TXPRBSSEL=4'd1,,,
a_txprbssel,1,PRBS9,DRP.A_TXPRBSSEL=4'd2,,,
a_txprbssel,2,PRBS15,DRP.A_TXPRBSSEL=4'd3,,,
a_txprbssel,3,PRBS23,DRP.A_TXPRBSSEL=4'd4,,,
a_txprbssel,4,PRBS31,DRP.A_TXPRBSSEL=4'd5,,,
a_txprbssel,5,USER,DRP.A_TXPRBSSEL=4'd8,,,
a_txprbssel,6,ALTERNATE,DRP.A_TXPRBSSEL=4'd9,,,
a_txprbssel,7,ALTERNATE_UI,DRP.A_TXPRBSSEL=4'd10,,,
a_txsysclksel,0,CPLLREFCLK,DRP.A_TXSYSCLKSEL=2'd0,,,
a_txsysclksel,1,QPLLREFCLK0,DRP.A_TXSYSCLKSEL=2'd2,,,
a_txsysclksel,2,QPLLREFCLK1,DRP.A_TXSYSCLKSEL=2'd3,,,
align_comma_double,0,FALSE,DRP.ALIGN_COMMA_DOUBLE=1'd0,,,
align_comma_double,1,TRUE,DRP.ALIGN_COMMA_DOUBLE=1'd1,,,
align_mcomma_det,0,FALSE,DRP.ALIGN_MCOMMA_DET=1'd0,,,
align_mcomma_det,1,TRUE,DRP.ALIGN_MCOMMA_DET=1'd1,,,
align_pcomma_det,0,FALSE,DRP.ALIGN_PCOMMA_DET=1'd0,,,
align_pcomma_det,1,TRUE,DRP.ALIGN_PCOMMA_DET=1'd1,,,
cbcc_data_source_sel,0,ENCODED,DRP.CBCC_DATA_SOURCE_SEL=1'd0,,,
cbcc_data_source_sel,1,DECODED,DRP.CBCC_DATA_SOURCE_SEL=1'd1,,,
chan_bond_keep_align,0,FALSE,DRP.CHAN_BOND_KEEP_ALIGN=1'd0,,,
chan_bond_keep_align,1,TRUE,DRP.CHAN_BOND_KEEP_ALIGN=1'd1,,,
chan_bond_max_skew,0,1,DRP.CHAN_BOND_MAX_SKEW=4'd1,,,
chan_bond_max_skew,1,2,DRP.CHAN_BOND_MAX_SKEW=4'd2,,,
chan_bond_max_skew,2,3,DRP.CHAN_BOND_MAX_SKEW=4'd3,,,
chan_bond_max_skew,3,4,DRP.CHAN_BOND_MAX_SKEW=4'd4,,,
chan_bond_max_skew,4,5,DRP.CHAN_BOND_MAX_SKEW=4'd5,,,
chan_bond_max_skew,5,6,DRP.CHAN_BOND_MAX_SKEW=4'd6,,,
chan_bond_max_skew,6,7,DRP.CHAN_BOND_MAX_SKEW=4'd7,,,
chan_bond_max_skew,7,8,DRP.CHAN_BOND_MAX_SKEW=4'd8,,,
chan_bond_max_skew,8,9,DRP.CHAN_BOND_MAX_SKEW=4'd9,,,
chan_bond_max_skew,9,10,DRP.CHAN_BOND_MAX_SKEW=4'd10,,,
chan_bond_max_skew,10,11,DRP.CHAN_BOND_MAX_SKEW=4'd11,,,
chan_bond_max_skew,11,12,DRP.CHAN_BOND_MAX_SKEW=4'd12,,,
chan_bond_max_skew,12,13,DRP.CHAN_BOND_MAX_SKEW=4'd13,,,
chan_bond_max_skew,13,14,DRP.CHAN_BOND_MAX_SKEW=4'd14,,,
chan_bond_seq_2_use,0,FALSE,DRP.CHAN_BOND_SEQ_2_USE=1'd0,,,
chan_bond_seq_2_use,1,TRUE,DRP.CHAN_BOND_SEQ_2_USE=1'd1,,,
chan_bond_seq_len,0,1,DRP.CHAN_BOND_SEQ_LEN=2'd0,,,
chan_bond_seq_len,1,2,DRP.CHAN_BOND_SEQ_LEN=2'd1,,,
chan_bond_seq_len,2,3,DRP.CHAN_BOND_SEQ_LEN=2'd2,,,
chan_bond_seq_len,3,4,DRP.CHAN_BOND_SEQ_LEN=2'd3,,,
clk_cor_keep_idle,0,FALSE,DRP.CLK_COR_KEEP_IDLE=1'd0,,,
clk_cor_keep_idle,1,TRUE,DRP.CLK_COR_KEEP_IDLE=1'd1,,,
clk_cor_precedence,0,FALSE,DRP.CLK_COR_PRECEDENCE=1'd0,,,
clk_cor_precedence,1,TRUE,DRP.CLK_COR_PRECEDENCE=1'd1,,,
clk_cor_seq_2_use,0,FALSE,DRP.CLK_COR_SEQ_2_USE=1'd0,,,
clk_cor_seq_2_use,1,TRUE,DRP.CLK_COR_SEQ_2_USE=1'd1,,,
clk_cor_seq_len,0,1,DRP.CLK_COR_SEQ_LEN=2'd0,,,
clk_cor_seq_len,1,2,DRP.CLK_COR_SEQ_LEN=2'd1,,,
clk_cor_seq_len,2,3,DRP.CLK_COR_SEQ_LEN=2'd2,,,
clk_cor_seq_len,3,4,DRP.CLK_COR_SEQ_LEN=2'd3,,,
clk_correct_use,0,FALSE,DRP.CLK_CORRECT_USE=1'd0,,,
clk_correct_use,1,TRUE,DRP.CLK_CORRECT_USE=1'd1,,,
cpll_fbdiv,0,2,DRP.CPLL_FBDIV=8'd0,,,
cpll_fbdiv,1,3,DRP.CPLL_FBDIV=8'd1,,,
cpll_fbdiv,2,4,DRP.CPLL_FBDIV=8'd2,,,
cpll_fbdiv,3,5,DRP.CPLL_FBDIV=8'd3,,,
cpll_fbdiv,4,6,DRP.CPLL_FBDIV=8'd5,,,
cpll_fbdiv,5,8,DRP.CPLL_FBDIV=8'd6,,,
cpll_fbdiv,6,10,DRP.CPLL_FBDIV=8'd7,,,
cpll_fbdiv,7,12,DRP.CPLL_FBDIV=8'd13,,,
cpll_fbdiv,8,16,DRP.CPLL_FBDIV=8'd14,,,
cpll_fbdiv,9,20,DRP.CPLL_FBDIV=8'd15,,,
cpll_fbdiv,10,1,DRP.CPLL_FBDIV=8'd16,,,
cpll_fbdiv_45,0,4,DRP.CPLL_FBDIV_45=1'd0,,,
cpll_fbdiv_45,1,5,DRP.CPLL_FBDIV_45=1'd1,,,
cpll_refclk_div,0,2,DRP.CPLL_REFCLK_DIV=5'd0,,,
cpll_refclk_div,1,3,DRP.CPLL_REFCLK_DIV=5'd1,,,
cpll_refclk_div,2,4,DRP.CPLL_REFCLK_DIV=5'd2,,,
cpll_refclk_div,3,5,DRP.CPLL_REFCLK_DIV=5'd3,,,
cpll_refclk_div,4,6,DRP.CPLL_REFCLK_DIV=5'd5,,,
cpll_refclk_div,5,8,DRP.CPLL_REFCLK_DIV=5'd6,,,
cpll_refclk_div,6,10,DRP.CPLL_REFCLK_DIV=5'd7,,,
cpll_refclk_div,7,12,DRP.CPLL_REFCLK_DIV=5'd13,,,
cpll_refclk_div,8,16,DRP.CPLL_REFCLK_DIV=5'd14,,,
cpll_refclk_div,9,20,DRP.CPLL_REFCLK_DIV=5'd15,,,
cpll_refclk_div,10,1,DRP.CPLL_REFCLK_DIV=5'd16,,,
dec_mcomma_detect,0,FALSE,DRP.DEC_MCOMMA_DETECT=1'd0,,,
dec_mcomma_detect,1,TRUE,DRP.DEC_MCOMMA_DETECT=1'd1,,,
dec_pcomma_detect,0,FALSE,DRP.DEC_PCOMMA_DETECT=1'd0,,,
dec_pcomma_detect,1,TRUE,DRP.DEC_PCOMMA_DETECT=1'd1,,,
dec_valid_comma_only,0,FALSE,DRP.DEC_VALID_COMMA_ONLY=1'd0,,,
dec_valid_comma_only,1,TRUE,DRP.DEC_VALID_COMMA_ONLY=1'd1,,,
es_errdet_en,0,FALSE,DRP.ES_ERRDET_EN=1'd0,,,
es_errdet_en,1,TRUE,DRP.ES_ERRDET_EN=1'd1,,,
es_eye_scan_en,0,FALSE,DRP.ES_EYE_SCAN_EN=1'd0,,,
es_eye_scan_en,1,TRUE,DRP.ES_EYE_SCAN_EN=1'd1,,,
fts_lane_deskew_en,0,FALSE,DRP.FTS_LANE_DESKEW_EN=1'd0,,,
fts_lane_deskew_en,1,TRUE,DRP.FTS_LANE_DESKEW_EN=1'd1,,,
gen_rxusrclk,0,FALSE,DRP.GEN_RXUSRCLK=1'd0,,,
gen_rxusrclk,1,TRUE,DRP.GEN_RXUSRCLK=1'd1,,,
gen_txusrclk,0,FALSE,DRP.GEN_TXUSRCLK=1'd0,,,
gen_txusrclk,1,TRUE,DRP.GEN_TXUSRCLK=1'd1,,,
pci3_auto_realign,0,FRST_SMPL,DRP.PCI3_AUTO_REALIGN=2'd0,,,
pci3_auto_realign,1,OVR_8_BLK,DRP.PCI3_AUTO_REALIGN=2'd1,,,
pci3_auto_realign,2,OVR_64_BLK,DRP.PCI3_AUTO_REALIGN=2'd2,,,
pci3_auto_realign,3,OVR_1K_BLK,DRP.PCI3_AUTO_REALIGN=2'd3,,,
pcs_pcie_en,0,FALSE,DRP.PCS_PCIE_EN=1'd0,,,
pcs_pcie_en,1,TRUE,DRP.PCS_PCIE_EN=1'd1,,,
rx_clk25_div,0,1,DRP.RX_CLK25_DIV=5'd0,,,
rx_clk25_div,1,2,DRP.RX_CLK25_DIV=5'd1,,,
rx_clk25_div,2,3,DRP.RX_CLK25_DIV=5'd2,,,
rx_clk25_div,3,4,DRP.RX_CLK25_DIV=5'd3,,,
rx_clk25_div,4,5,DRP.RX_CLK25_DIV=5'd4,,,
rx_clk25_div,5,6,DRP.RX_CLK25_DIV=5'd5,,,
rx_clk25_div,6,7,DRP.RX_CLK25_DIV=5'd6,,,
rx_clk25_div,7,8,DRP.RX_CLK25_DIV=5'd7,,,
rx_clk25_div,8,9,DRP.RX_CLK25_DIV=5'd8,,,
rx_clk25_div,9,10,DRP.RX_CLK25_DIV=5'd9,,,
rx_clk25_div,10,11,DRP.RX_CLK25_DIV=5'd10,,,
rx_clk25_div,11,12,DRP.RX_CLK25_DIV=5'd11,,,
rx_clk25_div,12,13,DRP.RX_CLK25_DIV=5'd12,,,
rx_clk25_div,13,14,DRP.RX_CLK25_DIV=5'd13,,,
rx_clk25_div,14,15,DRP.RX_CLK25_DIV=5'd14,,,
rx_clk25_div,15,16,DRP.RX_CLK25_DIV=5'd15,,,
rx_clk25_div,16,17,DRP.RX_CLK25_DIV=5'd16,,,
rx_clk25_div,17,18,DRP.RX_CLK25_DIV=5'd17,,,
rx_clk25_div,18,19,DRP.RX_CLK25_DIV=5'd18,,,
rx_clk25_div,19,20,DRP.RX_CLK25_DIV=5'd19,,,
rx_clk25_div,20,21,DRP.RX_CLK25_DIV=5'd20,,,
rx_clk25_div,21,22,DRP.RX_CLK25_DIV=5'd21,,,
rx_clk25_div,22,23,DRP.RX_CLK25_DIV=5'd22,,,
rx_clk25_div,23,24,DRP.RX_CLK25_DIV=5'd23,,,
rx_clk25_div,24,25,DRP.RX_CLK25_DIV=5'd24,,,
rx_clk25_div,25,26,DRP.RX_CLK25_DIV=5'd25,,,
rx_clk25_div,26,27,DRP.RX_CLK25_DIV=5'd26,,,
rx_clk25_div,27,28,DRP.RX_CLK25_DIV=5'd27,,,
rx_clk25_div,28,29,DRP.RX_CLK25_DIV=5'd28,,,
rx_clk25_div,29,30,DRP.RX_CLK25_DIV=5'd29,,,
rx_clk25_div,30,31,DRP.RX_CLK25_DIV=5'd30,,,
rx_clk25_div,31,32,DRP.RX_CLK25_DIV=5'd31,,,
rx_data_width,0,16,DRP.RX_DATA_WIDTH=4'd2,,,
rx_data_width,1,20,DRP.RX_DATA_WIDTH=4'd3,,,
rx_data_width,2,32,DRP.RX_DATA_WIDTH=4'd4,,,
rx_data_width,3,40,DRP.RX_DATA_WIDTH=4'd5,,,
rx_data_width,4,64,DRP.RX_DATA_WIDTH=4'd6,,,
rx_data_width,5,80,DRP.RX_DATA_WIDTH=4'd7,,,
rx_data_width,6,128,DRP.RX_DATA_WIDTH=4'd8,,,
rx_data_width,7,160,DRP.RX_DATA_WIDTH=4'd9,,,
rx_defer_reset_buf_en,0,FALSE,DRP.RX_DEFER_RESET_BUF_EN=1'd0,,,
rx_defer_reset_buf_en,1,TRUE,DRP.RX_DEFER_RESET_BUF_EN=1'd1,,,
rx_disperr_seq_match,0,FALSE,DRP.RX_DISPERR_SEQ_MATCH=1'd0,,,
rx_disperr_seq_match,1,TRUE,DRP.RX_DISPERR_SEQ_MATCH=1'd1,,,
rx_int_datawidth,0,0,DRP.RX_INT_DATAWIDTH=2'd0,,,
rx_int_datawidth,1,1,DRP.RX_INT_DATAWIDTH=2'd1,,,
rx_int_datawidth,2,2,DRP.RX_INT_DATAWIDTH=2'd2,,,
rx_progdiv_cfg,0,128,DRP.RX_PROGDIV_CFG=0110000001001110,,,
rx_progdiv_cfg,1,0,DRP.RX_PROGDIV_CFG=1000000000000000,,,
rx_progdiv_cfg,2,8,DRP.RX_PROGDIV_CFG=1110000001000000,,,
rx_progdiv_cfg,3,16,DRP.RX_PROGDIV_CFG=1110000001000010,,,
rx_progdiv_cfg,4,32,DRP.RX_PROGDIV_CFG=1110000001000110,,,
rx_progdiv_cfg,5,40,DRP.RX_PROGDIV_CFG=1110000001000111,,,
rx_progdiv_cfg,6,64,DRP.RX_PROGDIV_CFG=1110000001001110,,,
rx_progdiv_cfg,7,80,DRP.RX_PROGDIV_CFG=1110000001001111,,,
rx_progdiv_cfg,8,4,DRP.RX_PROGDIV_CFG=1110000001011000,,,
rx_progdiv_cfg,9,10,DRP.RX_PROGDIV_CFG=1110000001100000,,,
rx_progdiv_cfg,10,20,DRP.RX_PROGDIV_CFG=1110000001100010,,,
rx_progdiv_cfg,11,100,DRP.RX_PROGDIV_CFG=1110000001101111,,,
rx_progdiv_cfg,12,5,DRP.RX_PROGDIV_CFG=1110000001111000,,,
rx_progdiv_cfg,13,33,DRP.RX_PROGDIV_CFG=1110001000000000,,,
rx_progdiv_cfg,14,66,DRP.RX_PROGDIV_CFG=1110001000000010,,,
rx_progdiv_cfg,15,132,DRP.RX_PROGDIV_CFG=1110001000000110,,,
rx_progdiv_cfg,16,16p5,DRP.RX_PROGDIV_CFG=1110001000011000,,,
rx_sig_valid_dly,0,1,DRP.RX_SIG_VALID_DLY=5'd0,,,
rx_sig_valid_dly,1,2,DRP.RX_SIG_VALID_DLY=5'd1,,,
rx_sig_valid_dly,2,3,DRP.RX_SIG_VALID_DLY=5'd2,,,
rx_sig_valid_dly,3,4,DRP.RX_SIG_VALID_DLY=5'd3,,,
rx_sig_valid_dly,4,5,DRP.RX_SIG_VALID_DLY=5'd4,,,
rx_sig_valid_dly,5,6,DRP.RX_SIG_VALID_DLY=5'd5,,,
rx_sig_valid_dly,6,7,DRP.RX_SIG_VALID_DLY=5'd6,,,
rx_sig_valid_dly,7,8,DRP.RX_SIG_VALID_DLY=5'd7,,,
rx_sig_valid_dly,8,9,DRP.RX_SIG_VALID_DLY=5'd8,,,
rx_sig_valid_dly,9,10,DRP.RX_SIG_VALID_DLY=5'd9,,,
rx_sig_valid_dly,10,11,DRP.RX_SIG_VALID_DLY=5'd10,,,
rx_sig_valid_dly,11,12,DRP.RX_SIG_VALID_DLY=5'd11,,,
rx_sig_valid_dly,12,13,DRP.RX_SIG_VALID_DLY=5'd12,,,
rx_sig_valid_dly,13,14,DRP.RX_SIG_VALID_DLY=5'd13,,,
rx_sig_valid_dly,14,15,DRP.RX_SIG_VALID_DLY=5'd14,,,
rx_sig_valid_dly,15,16,DRP.RX_SIG_VALID_DLY=5'd15,,,
rx_sig_valid_dly,16,17,DRP.RX_SIG_VALID_DLY=5'd16,,,
rx_sig_valid_dly,17,18,DRP.RX_SIG_VALID_DLY=5'd17,,,
rx_sig_valid_dly,18,19,DRP.RX_SIG_VALID_DLY=5'd18,,,
rx_sig_valid_dly,19,20,DRP.RX_SIG_VALID_DLY=5'd19,,,
rx_sig_valid_dly,20,21,DRP.RX_SIG_VALID_DLY=5'd20,,,
rx_sig_valid_dly,21,22,DRP.RX_SIG_VALID_DLY=5'd21,,,
rx_sig_valid_dly,22,23,DRP.RX_SIG_VALID_DLY=5'd22,,,
rx_sig_valid_dly,23,24,DRP.RX_SIG_VALID_DLY=5'd23,,,
rx_sig_valid_dly,24,25,DRP.RX_SIG_VALID_DLY=5'd24,,,
rx_sig_valid_dly,25,26,DRP.RX_SIG_VALID_DLY=5'd25,,,
rx_sig_valid_dly,26,27,DRP.RX_SIG_VALID_DLY=5'd26,,,
rx_sig_valid_dly,27,28,DRP.RX_SIG_VALID_DLY=5'd27,,,
rx_sig_valid_dly,28,29,DRP.RX_SIG_VALID_DLY=5'd28,,,
rx_sig_valid_dly,29,30,DRP.RX_SIG_VALID_DLY=5'd29,,,
rx_sig_valid_dly,30,31,DRP.RX_SIG_VALID_DLY=5'd30,,,
rx_sig_valid_dly,31,32,DRP.RX_SIG_VALID_DLY=5'd31,,,
rx_xclk_sel,0,RXDES,DRP.RX_XCLK_SEL=2'd0,,,
rx_xclk_sel,1,RXUSR,DRP.RX_XCLK_SEL=2'd1,,,
rx_xclk_sel,2,RXPMA,DRP.RX_XCLK_SEL=2'd2,,,
rxbuf_addr_mode,0,FULL,DRP.RXBUF_ADDR_MODE=1'd0,,,
rxbuf_addr_mode,1,FAST,DRP.RXBUF_ADDR_MODE=1'd1,,,
rxbuf_en,0,FALSE,DRP.RXBUF_EN=1'd0,,,
rxbuf_en,1,TRUE,DRP.RXBUF_EN=1'd1,,,
rxbuf_reset_on_cb_change,0,FALSE,DRP.RXBUF_RESET_ON_CB_CHANGE=1'd0,,,
rxbuf_reset_on_cb_change,1,TRUE,DRP.RXBUF_RESET_ON_CB_CHANGE=1'd1,,,
rxbuf_reset_on_commaalign,0,FALSE,DRP.RXBUF_RESET_ON_COMMAALIGN=1'd0,,,
rxbuf_reset_on_commaalign,1,TRUE,DRP.RXBUF_RESET_ON_COMMAALIGN=1'd1,,,
rxbuf_reset_on_eidle,0,FALSE,DRP.RXBUF_RESET_ON_EIDLE=1'd0,,,
rxbuf_reset_on_eidle,1,TRUE,DRP.RXBUF_RESET_ON_EIDLE=1'd1,,,
rxbuf_reset_on_rate_change,0,FALSE,DRP.RXBUF_RESET_ON_RATE_CHANGE=1'd0,,,
rxbuf_reset_on_rate_change,1,TRUE,DRP.RXBUF_RESET_ON_RATE_CHANGE=1'd1,,,
rxbuf_thresh_ovrd,0,FALSE,DRP.RXBUF_THRESH_OVRD=1'd0,,,
rxbuf_thresh_ovrd,1,TRUE,DRP.RXBUF_THRESH_OVRD=1'd1,,,
rxelecidle_cfg,0,SIGCFG_1,DRP.RXELECIDLE_CFG=3'd0,,,
rxelecidle_cfg,1,SIGCFG_2,DRP.RXELECIDLE_CFG=3'd1,,,
rxelecidle_cfg,2,SIGCFG_3,DRP.RXELECIDLE_CFG=3'd2,,,
rxelecidle_cfg,3,SIGCFG_4,DRP.RXELECIDLE_CFG=3'd3,,,
rxelecidle_cfg,4,SIGCFG_6,DRP.RXELECIDLE_CFG=3'd4,,,
rxelecidle_cfg,5,SIGCFG_8,DRP.RXELECIDLE_CFG=3'd5,,,
rxelecidle_cfg,6,SIGCFG_12,DRP.RXELECIDLE_CFG=3'd6,,,
rxelecidle_cfg,7,SIGCFG_16,DRP.RXELECIDLE_CFG=3'd7,,,
rxgearbox_en,0,FALSE,DRP.RXGEARBOX_EN=1'd0,,,
rxgearbox_en,1,TRUE,DRP.RXGEARBOX_EN=1'd1,,,
rxoob_clk_cfg,0,PMA,DRP.RXOOB_CLK_CFG=1'd0,,,
rxoob_clk_cfg,1,FABRIC,DRP.RXOOB_CLK_CFG=1'd1,,,
rxout_div,0,1,DRP.RXOUT_DIV=3'd0,,,
rxout_div,1,2,DRP.RXOUT_DIV=3'd1,,,
rxout_div,2,4,DRP.RXOUT_DIV=3'd2,,,
rxout_div,3,8,DRP.RXOUT_DIV=3'd3,,,
rxout_div,4,16,DRP.RXOUT_DIV=3'd4,,,
rxpmaclk_sel,0,DATA,DRP.RXPMACLK_SEL=2'd0,,,
rxpmaclk_sel,1,EYESCAN,DRP.RXPMACLK_SEL=2'd1,,,
rxpmaclk_sel,2,CROSSING,DRP.RXPMACLK_SEL=2'd2,,,
rxslide_mode,0,OFF,DRP.RXSLIDE_MODE=2'd0,,,
rxslide_mode,1,AUTO,DRP.RXSLIDE_MODE=2'd1,,,
rxslide_mode,2,PCS,DRP.RXSLIDE_MODE=2'd2,,,
rxslide_mode,3,PMA,DRP.RXSLIDE_MODE=2'd3,,,
sata_cpll_cfg,0,VCO_3000MHZ,DRP.SATA_CPLL_CFG=2'd0,,,
sata_cpll_cfg,1,VCO_1500MHZ,DRP.SATA_CPLL_CFG=2'd1,,,
sata_cpll_cfg,2,VCO_750MHZ,DRP.SATA_CPLL_CFG=2'd2,,,
sata_cpll_cfg,3,VCO_6000MHZ,DRP.SATA_CPLL_CFG=2'd3,,,
show_realign_comma,0,FALSE,DRP.SHOW_REALIGN_COMMA=1'd0,,,
show_realign_comma,1,TRUE,DRP.SHOW_REALIGN_COMMA=1'd1,,,
sim_mode,0,FAST,DRP.SIM_MODE=4'd0,,,
sim_mode,1,BFM_RAW,DRP.SIM_MODE=4'd1,,,
sim_mode,2,BFM_8B10B,DRP.SIM_MODE=4'd2,,,
sim_mode,3,BFM_64B66B,DRP.SIM_MODE=4'd3,,,
sim_receiver_detect_pass,0,FALSE,DRP.SIM_RECEIVER_DETECT_PASS=1'd0,,,
sim_receiver_detect_pass,1,TRUE,DRP.SIM_RECEIVER_DETECT_PASS=1'd1,,,
sim_reset_speedup,0,FALSE,DRP.SIM_RESET_SPEEDUP=1'd0,,,
sim_reset_speedup,1,TRUE,DRP.SIM_RESET_SPEEDUP=1'd1,,,
sim_tx_eidle_drive_level,0,LOW,DRP.SIM_TX_EIDLE_DRIVE_LEVEL=2'd0,,,
sim_tx_eidle_drive_level,1,HIGH,DRP.SIM_TX_EIDLE_DRIVE_LEVEL=2'd1,,,
sim_tx_eidle_drive_level,2,X,DRP.SIM_TX_EIDLE_DRIVE_LEVEL=2'd2,,,
sim_tx_eidle_drive_level,3,Z,DRP.SIM_TX_EIDLE_DRIVE_LEVEL=2'd3,,,
tx_clk25_div,0,1,DRP.TX_CLK25_DIV=5'd0,,,
tx_clk25_div,1,2,DRP.TX_CLK25_DIV=5'd1,,,
tx_clk25_div,2,3,DRP.TX_CLK25_DIV=5'd2,,,
tx_clk25_div,3,4,DRP.TX_CLK25_DIV=5'd3,,,
tx_clk25_div,4,5,DRP.TX_CLK25_DIV=5'd4,,,
tx_clk25_div,5,6,DRP.TX_CLK25_DIV=5'd5,,,
tx_clk25_div,6,7,DRP.TX_CLK25_DIV=5'd6,,,
tx_clk25_div,7,8,DRP.TX_CLK25_DIV=5'd7,,,
tx_clk25_div,8,9,DRP.TX_CLK25_DIV=5'd8,,,
tx_clk25_div,9,10,DRP.TX_CLK25_DIV=5'd9,,,
tx_clk25_div,10,11,DRP.TX_CLK25_DIV=5'd10,,,
tx_clk25_div,11,12,DRP.TX_CLK25_DIV=5'd11,,,
tx_clk25_div,12,13,DRP.TX_CLK25_DIV=5'd12,,,
tx_clk25_div,13,14,DRP.TX_CLK25_DIV=5'd13,,,
tx_clk25_div,14,15,DRP.TX_CLK25_DIV=5'd14,,,
tx_clk25_div,15,16,DRP.TX_CLK25_DIV=5'd15,,,
tx_clk25_div,16,17,DRP.TX_CLK25_DIV=5'd16,,,
tx_clk25_div,17,18,DRP.TX_CLK25_DIV=5'd17,,,
tx_clk25_div,18,19,DRP.TX_CLK25_DIV=5'd18,,,
tx_clk25_div,19,20,DRP.TX_CLK25_DIV=5'd19,,,
tx_clk25_div,20,21,DRP.TX_CLK25_DIV=5'd20,,,
tx_clk25_div,21,22,DRP.TX_CLK25_DIV=5'd21,,,
tx_clk25_div,22,23,DRP.TX_CLK25_DIV=5'd22,,,
tx_clk25_div,23,24,DRP.TX_CLK25_DIV=5'd23,,,
tx_clk25_div,24,25,DRP.TX_CLK25_DIV=5'd24,,,
tx_clk25_div,25,26,DRP.TX_CLK25_DIV=5'd25,,,
tx_clk25_div,26,27,DRP.TX_CLK25_DIV=5'd26,,,
tx_clk25_div,27,28,DRP.TX_CLK25_DIV=5'd27,,,
tx_clk25_div,28,29,DRP.TX_CLK25_DIV=5'd28,,,
tx_clk25_div,29,30,DRP.TX_CLK25_DIV=5'd29,,,
tx_clk25_div,30,31,DRP.TX_CLK25_DIV=5'd30,,,
tx_clk25_div,31,32,DRP.TX_CLK25_DIV=5'd31,,,
tx_data_width,0,16,DRP.TX_DATA_WIDTH=4'd2,,,
