NAME,Rank,Byte,Nibble,Bit,READWRITE
write_dqs_to_dm_margin_left,0,1,0,0,R
write_dqs_to_dm_margin_right,0,1,0,0,R
write_complex_dqs_to_dm_pre_adjust_margin_left,0,1,0,0,R
write_complex_dqs_to_dm_pre_adjust_margin_right,0,1,0,0,R
write_complex_dqs_to_dm_dm_odelay,0,1,0,0,R
write_complex_dqs_to_dm_dqs_odelay,0,1,0,0,R
write_complex_dqs_to_dm_margin_left,0,1,0,0,R
write_complex_dqs_to_dm_margin_right,0,1,0,0,R
rdlvl_idelay_dbi_final,0,1,0,0,R
rdlvl_idelay_final,0,1,0,1,R
rdlvl_nqtr_center_final,0,0,1,0,R
rdlvl_pqtr_center_final,0,0,1,0,R
write_dq_odelay_final,0,1,0,1,R
write_dqs_odelay_final,0,1,0,0,R
write_dm_odelay_final,0,1,0,0,R
tg_margin_control_0,0,0,0,0,RW
tg_margin_control_1,0,0,0,0,RW
tg_margin_control_2,0,0,0,0,RW
tg_margin_control_3,0,0,0,0,RW
tg_margin_control_4,0,0,0,0,RW
tg_margin_control_5,0,0,0,0,RW
tg_margin_control_6,0,0,0,0,RW
tg_rdlvl_margin_pqtr_left,1,1,0,1,R
tg_rdlvl_margin_nqtr_left,1,1,0,1,R
tg_rdlvl_margin_pqtr_right,1,1,0,1,R
tg_rdlvl_margin_nqtr_right,1,1,0,1,R
tg_write_dqs_dq_margin_left,1,1,0,1,R
tg_write_dqs_dq_margin_right,1,1,0,1,R
vt_track_pqtr,0,0,1,0,R
vt_track_nqtr,0,0,1,0,R
vt_track_pqtr_max,0,0,1,0,R
vt_track_nqtr_max,0,0,1,0,R
vt_track_pqtr_min,0,0,1,0,R
vt_track_nqtr_min,0,0,1,0,R
2d_eye_scan_start,0,0,0,0,R
2d_eye_scan_end,0,0,0,0,R
warning_register_size,0,0,0,0,R
warning_count,0,0,0,0,R
dbg_end,0,0,0,0,R
